"CASE_NUMBER","PRIMARY/SUB","cluster_id","agent_id","EMPLOYER_STATE","employer_latitude","employer_longitude","AGENT_ATTORNEY_STATE","agent_latitude","agent_longitude","WORKSITE_STATE","worksite_latitude","worksite_longitude","JOB_TITLE","PRIMARY_CROP","NBR_WORKERS_REQUESTED","BASIC_NUMBER_OF_HOURS","BASIC_RATE_OF_PAY","BASIC_UNIT_OF_PAY","SUPERVISE_OTHER_EMP","EDUCATION_LEVEL","EMP_EXPERIENCE_REQD","EMP_EXP_NUM_MONTHS","OTHER_WORKSITE_LOCATION","ORGANIZATION_FLAG","worksite_latitude_adj","worksite_longitude_adj","labor_aggregator","joint_application"
"H-300-16091-895681","SUB","phillip lewis ellis","north carolina growers association  ncga","NC",36.21848,-78.9264,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",8,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",36.21848,-78.9264,"N",1
"H-300-16091-895681","SUB","bissette farms","north carolina growers association  ncga","NC",35.79013,-78.20429,"NC",35.25627,-79.28225,"NC",35.25627,-79.28225,"Farmworker; Diversified Crop","Sweet Potatoes",16,40,10.72,"Hour","N","None","Y",1,"Y","Association - Joint Employer (H-2A Only)",35.79013,-78.20429,"N",1
"H-300-16091-979956","PRI","fresh harvest","malitzlaw","CA",32.73167,-115.5307,"CA",32.71669,-117.1693,"CA",36.90928,-121.7529,"Berries Machine&Ground Harvest","Berries",120,35,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",36.90928,-121.7529,"N",0
"H-300-16091-993146","PRI","leroux creek food corp","mas labor h2a","CO",38.79971,-107.7195,"VA",37.75981,-78.87075,"CO",38.79971,-107.7195,"Orchard Worker","Trees",6,45,11.27,"Hour","N","None","Y",3,"Y","Individual Employer",38.79971,-107.7195,"N",0
"H-300-16092-030602","PRI","triple f harvesting","h2a complete ii","FL",26.76154,-81.43858,"MS",34.98738,-90.00349,"FL",29.61329,-82.81762,"Farm Workers, Laborers, Crops","Watermelons",120,35,10.7,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",29.61329,-82.81762,"N",0
"H-300-16092-052692","PRI","jerry lynn miller","agriculture workforce management association","KY",36.6695,-88.52588,"KY",38.04641,-84.49704,"KY",36.6695,-88.52588,"FARM WORKERS & LABORERS, CROP","Tobacco",4,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.6695,-88.52588,"N",0
"H-300-16092-093855","PRI","ronnie wilson","ky famers aid","KY",36.61033,-88.31476,"KY",36.61033,-88.31476,"KY",36.61033,-88.31476,"FARM WORKER/ LABORER","Stripping",3,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.61033,-88.31476,"N",0
"H-300-16092-138829","PRI","little river leaf","agriculture workforce management association","KY",36.86577,-87.48895,"KY",38.04641,-84.49704,"KY",36.86577,-87.48895,"FARM WORKERS AND LABORERS, CROP","Tobacco",23,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.86577,-87.48895,"N",0
"H-300-16092-141836","PRI","four ps farms","ky famers aid","KY",36.86577,-87.48895,"KY",36.61033,-88.31476,"KY",36.86577,-87.48895,"FARM WORKER/ LABORER","Nursery and Greenhouse Workers",2,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.86577,-87.48895,"N",0
"H-300-16092-195311","PRI","william l whitacre","help","VA",39.32038,-78.29334,"NH",43.02045,-71.60026,"VA",39.32038,-78.29334,"farmworker and laborer crop","Apples",2,39,10.72,"Hour","N","None","N",NA,"N","Individual Employer",39.32038,-78.29334,"N",0
"H-300-16092-201440","PRI","jeremy mcdaniel","agriculture workforce management association","KY",37.64565,-84.77218,"KY",38.04641,-84.49704,"KY",37.64565,-84.77218,"FARM WORKERS & LABORERS, CROP","Tobacco",4,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.64565,-84.77218,"N",0
"H-300-16092-252982","PRI","david j jarreau farms","foreign labor solutions","LA",30.45335,-91.21006,"LA",30.44942,-91.18697,"LA",30.45335,-91.21006,"Field Workers","Sugarcane",1,35,10.69,"Hour","N","None","Y",3,"N","Individual Employer",30.45335,-91.21006,"N",0
"H-300-16092-282198","PRI","elkhorn packing co","malitzlaw","CA",36.6793,-121.6571,"CA",32.71669,-117.1693,"CA",34.95164,-120.4165,"Field Worker (Transplanting Crops)","General Farmworker",30,36,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",34.95164,-120.4165,"N",0
"H-300-16092-306503","PRI","lhab","agriculture workforce management association","KY",37.60227,-87.11305,"KY",38.04641,-84.49704,"KY",37.60227,-87.11305,"FARM WORKERS & LABORERS, CROP","Tobacco",6,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.60227,-87.11305,"N",0
"H-300-16092-330582","PRI","g lavoie","north ridge services dba lew rioux co","ME",47.2559,-68.59046,"ME",47.2559,-68.59046,"ME",NA,NA,"Processor Operator","Agricultural Equipment Operator",8,40,19,"Hour","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",NA,NA,"N",0
"H-300-16092-357022","PRI","g lavoie","north ridge services dba lew rioux co","ME",47.2559,-68.59046,"ME",47.2559,-68.59046,"ME",NA,NA,"Logging Equipment Mechanic","Agricultural Equipment Operator",2,40,17.5,"Hour","N","None","Y",NA,"Y","H-2A Labor Contractor or Job Contractor",NA,NA,"N",0
"H-300-16092-365503","PRI","knapp farms","mas labor h2a","NY",43.23784,-77.06136,"VA",37.75981,-78.87075,"NY",43.23784,-77.06136,"Farm worker","Apples",5,40,11.74,"Hour","N","None","Y",3,"Y","Individual Employer",43.23784,-77.06136,"N",0
"H-300-16092-384314","PRI","mark lyman sheep","mountain plains ag service","WY",44.02983,-107.4694,"WY",42.85012,-106.3251,"WY",NA,NA,"Sheepherder","Sheep",2,60,1206.31,"Month","N","None","Y",6,"Y","Association - Filing as Agent (H-2A Only)",NA,NA,"N",0
"H-300-16092-426721","PRI","pete and rama paris family trust dba paris livestock","mountain plains ag service","NV",40.56826,-115.6076,"WY",42.85012,-106.3251,"NV",40.83269,-115.7631,"Range Livestock Worker","Sheep",2,60,1206.31,"Month","N","None","Y",6,"Y","Association - Filing as Agent (H-2A Only)",40.83269,-115.7631,"N",0
"H-300-16092-434115","PRI","eddie mccord","agriculture workforce management association","KY",38.71451,-84.82273,"KY",38.04641,-84.49704,"KY",38.71451,-84.82273,"FARM WORKERS AND LABORERS, CROP","Hay and Straw",8,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",38.71451,-84.82273,"N",0
"H-300-16092-443024","PRI","alewelt concrete","the bernard firm plc","IA",42.52019,-93.37627,"IA",42.02676,-93.61704,"IA",43.38479,-94.30967,"Farm Worker/Laborer","Construction of Livestock Buildings",11,45,12.17,"Hour","N","None","Y",1,"N","H-2A Labor Contractor or Job Contractor",43.38479,-94.30967,"N",0
"H-300-16092-474118","PRI","petrocco farms","mas labor h2a","CO",39.98372,-104.8111,"VA",37.75981,-78.87075,"CO",39.98372,-104.8111,"Farmworker","Vegetables",250,40,11.27,"Hour","N","None","Y",3,"Y","Individual Employer",39.98372,-104.8111,"N",0
"H-300-16092-487005","PRI","knoll west country club",NA,"NJ",40.8826,-74.38154,NA,NA,NA,"NJ",40.85788,-74.42599,"House Man","Construction of Livestock Buildings",4,40,12.5,"Hour","N","High School/GED","Y",6,"N","H-2A Labor Contractor or Job Contractor",40.85788,-74.42599,"N",0
"H-300-16092-526232","PRI","r r harvesting",NA,"FL",26.76154,-81.43858,NA,NA,NA,"GA",31.67435,-83.63739,"Farm Workers & Laborers","Watermelons",450,35,10.59,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",31.67435,-83.63739,"N",0
"H-300-16092-537872","PRI","wakefield partners","cross gunter witherspoon galchus pc","AR",35.28387,-91.36337,"AR",34.74651,-92.28963,"AR",35.28387,-91.36337,"Crop Farmworker and Laborer","Agricultural Equipment Operator",4,40,10.69,"Hour","N","None","Y",3,"N","Individual Employer",35.28387,-91.36337,"N",0
"H-300-16092-587260","PRI","daniel harvesting","signature staffing","FL",27.63837,-81.82397,"FL",27.49575,-81.44104,"GA",31.20742,-83.25015,"Farmworkers and Laborers","Watermelons",14,40,10.59,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",31.20742,-83.25015,"N",0
"H-300-16092-604292","PRI","lavake enterprises","whittenburg strange and walker pc","TX",36.33614,-102.0721,"TX",35.20729,-101.8371,"TX",36.33614,-102.0721,"EQUIPMENT OPERATOR","Corn",1,48,11.15,"Hour","N","High School/GED","Y",3,"N","Individual Employer",36.33614,-102.0721,"N",0
"H-300-16092-608104","PRI","jackie carson farms","ky famers aid","KY",36.61033,-88.31476,"KY",36.61033,-88.31476,"KY",36.61033,-88.31476,"FARM WORKER/ LABORER","Setting",2,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",36.61033,-88.31476,"N",0
"H-300-16092-657707","PRI","maria mitchek farms","agri placements international","CO",38.76507,-102.793,"OK",36.26892,-98.4798,"CO",38.76507,-102.793,"Farm Labor","Grains",1,48,11.27,"Hour","N","None","Y",3,"N","Individual Employer",38.76507,-102.793,"N",0
"H-300-16092-689133","PRI","lee childress farms","agriculture workforce management association","MS",30.92519,-88.59002,"KY",38.04641,-84.49704,"MS",30.92519,-88.59002,"FARM WORKERS and LABORERS, CROP","Tobacco",40,40,10.69,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",30.92519,-88.59002,"N",0
"H-300-16092-694199","PRI","jerry fuller farms","agri placements international","AR",34.54788,-90.85317,"OK",36.26892,-98.4798,"AR",34.54788,-90.85317,"Farm Labor","Agricultural Equipment Operator",4,48,10.69,"Hour","N","None","Y",3,"N","Individual Employer",34.54788,-90.85317,"N",0
"H-300-16092-718644","PRI","west coast tomato growers","malitzlaw","CA",33.19587,-117.3795,"CA",32.71669,-117.1693,"CA",33.19587,-117.3795,"Field Worker","Tomatoes",51,40,11.89,"Hour","N","None","Y",2,"N","Individual Employer",33.19587,-117.3795,"N",0
"H-300-16092-733214","PRI","parker trucking harvesting","southern impact","KS",39.69111,-96.74752,"OK",36.15631,-95.99275,"KS",39.69111,-96.74752,"Farmworker","Agricultural Equipment Operator",8,48,2800,"Month","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",39.69111,-96.74752,"N",0
"H-300-16092-776621","PRI","premium packing","malitzlaw","CA",36.6793,-121.6571,"CA",32.71669,-117.1693,"CA",36.76579,-121.758,"Field Worker (Artichoke Harvest)","Artichokes",40,35,11.89,"Hour","N","None","Y",3,"Y","H-2A Labor Contractor or Job Contractor",36.76579,-121.758,"N",0
"H-300-16092-776781","PRI","r r harvesting",NA,"FL",26.76154,-81.43858,NA,NA,NA,"FL",29.82683,-82.59686,"Farmworker Vegetable","Watermelons",160,35,10.7,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",29.82683,-82.59686,"N",0
"H-300-16092-814046","PRI","zachary c ison","agriculture workforce management association","KY",37.7623,-84.84329,"KY",38.04641,-84.49704,"KY",37.7623,-84.84329,"TOBACCO WORKER","Stripping",2,40,10.85,"Hour","N","None","N",NA,"N","Individual Employer",37.7623,-84.84329,"N",0
"H-300-16092-859722","PRI","windflower farms",NA,"NY",42.90341,-73.56262,NA,NA,NA,"NY",42.90341,-73.56262,"Farmworker","Strawberries",1,40,12,"Hour","N","None","Y",1,"N","Individual Employer",42.90341,-73.56262,"N",0
"H-300-16092-870480","PRI","jc harvesting corp","malitzlaw","CA",36.83881,-121.6702,"CA",32.71669,-117.1693,"CA",36.6793,-121.6571,"Field Workers - Strawberries","Strawberries",66,36,11.89,"Hour","N","None","N",NA,"Y","H-2A Labor Contractor or Job Contractor",36.6793,-121.6571,"N",0
"H-300-16092-885417","PRI","mazzottis garden center","mas labor h2a","CO",40.07344,-104.643,"VA",37.75981,-78.87075,"CO",40.07344,-104.643,"Farm Worker","Okra",2,40,11.27,"Hour","N","None","Y",3,"Y","Individual Employer",40.07344,-104.643,"N",0
"H-300-16092-940554","PRI","quincy ii","wafla","WA",46.60156,-120.5108,"WA",47.02639,-122.8072,"WA",46.32464,-120.0082,"Farmworkers and Laborers","Apples",34,40,12.69,"Hour","N","None","Y",3,"Y","Association - Filing as Agent (H-2A Only)",46.32464,-120.0082,"N",0
"H-300-16092-950347","PRI","g lavoie","north ridge services dba lew rioux co","ME",47.2559,-68.59046,"ME",47.2559,-68.59046,"ME",NA,NA,"Forwarder Operator","Agricultural Equipment Operator",8,40,17,"Hour","N","None","Y",6,"Y","H-2A Labor Contractor or Job Contractor",NA,NA,"N",0
"H-300-16092-951057","PRI","blue ridge farm","ky famers aid","KY",37.91034,-85.31662,"KY",36.61033,-88.31476,"KY",37.91034,-85.31662,"FARM WORKER/ LABORER","Nursery and Greenhouse Workers",1,40,10.85,"Hour","N","None","Y",3,"Y","Individual Employer",37.91034,-85.31662,"N",0
"H-300-16093-031429","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",46.7379,-119.9028,"Farm Labor/Worker","Cherries",40,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16093-031429","SUB","taylor orchards","wafla","WA",47.42346,-120.3103,"WA",47.02639,-122.8072,"WA",46.7379,-119.9028,"Farm Labor/Worker","Cherries",40,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.42346,-120.3103,"N",1
"H-300-16093-583503","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",47.42346,-120.3103,"Farm Laborer/Worker","Drivers",53,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16093-583503","SUB","kyle mathison orchards","wafla","WA",47.42346,-120.3103,"WA",47.02639,-122.8072,"WA",47.42346,-120.3103,"Farm Laborer/Worker","Drivers",53,35,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.42346,-120.3103,"N",1
"H-300-16093-719755","PRI","wafla",NA,"WA",47.02639,-122.8072,NA,NA,NA,"WA",46.20871,-119.1199,"Farm Worker/Laborer","Cherries",50,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",47.02639,-122.8072,"Y",0
"H-300-16093-719755","SUB","wa fruit and produce","wafla","WA",46.60156,-120.5108,"WA",47.02639,-122.8072,"WA",46.20871,-119.1199,"Farm Worker/Laborer","Cherries",50,40,12.69,"Hour","N","None","Y",3,"Y","Association - Joint Employer (H-2A Only)",46.60156,-120.5108,"N",1
"H-300-16093-928647","PRI","voelpel farms",NA,"NY",43.28672,-78.71031,NA,NA,NA,"NY",43.28672,-78.71031,"Farmworkers & Laborers, Crop","Sweet Corn",25,45,11.74,"Hour","N","None","Y",3,"Y","Individual Employer",43.28672,-78.71031,"N",0
"H-300-16094-670355","PRI","ajar family farm","h2 visa consultants","MN",48.90527,-95.3144,"MT",46.8701,-113.9953,"SD",45.86301,-97.28759,"FARMWORKER","Alfalfa",3,40,13.8,"Hour","N","None","Y",6,"N","Individual Employer",45.86301,-97.28759,"N",0
"H-300-16095-015186","PRI","paul mazzas fruit vegetable stand","lake home business services","VT",44.53408,-73.18461,"VT",43.80366,-73.29763,"VT",44.53408,-73.18461,"Farmworkers and Laborers, Crop","Vegetables",14,48,11.74,"Hour","N","None","Y",1,"Y","Individual Employer",44.53408,-73.18461,"N",0
"H-300-16095-031320","PRI","h and l tobacco","andrew jackson law","NC",36.39569,-80.72257,"NC",34.99795,-78.32333,"NC",36.39569,-80.72257,"Tobacco Farmworkers","Flue Cured",4,35,10.72,"Hour","N","None","Y",1,"N","Individual Employer",36.39569,-80.72257,"N",0
"H-300-16095-084027","PRI","richard gramlow","southern impact","ND",46.16525,-98.42704,"OK",36.15631,-95.99275,"ND",46.16525,-98.42704,"Farmworker","Corn",3,48,13.8,"Hour","N","None","Y",3,"N","Individual Employer",46.16525,-98.42704,"N",0
"H-300-16095-175151","PRI","dane hill farms","h2 express","NY",41.95343,-73.79208,"NY",42.25286,-73.79096,"NY",41.95343,-73.79208,"Farmworker","Fruits and Vegetables",1,40,11.74,"Hour","N","None","Y",1,"N","Individual Employer",41.95343,-73.79208,"N",0
"H-300-16095-232700","PRI","jackson 1 farms","agriculture workforce management association","TN",36.55143,-86.99917,"KY",38.04641,-84.49704,"TN",36.55143,-86.99917,"FARM WORKERS & LABORERS, CROP","Tobacco",6,40,10.85,"Hour","N","None","Y",3,"Y","Association - Filing as Agent (H-2A Only)",36.55143,-86.99917,"N",0
"H-300-16095-275951","PRI","robercrest farm corporation","agriculture workforce management association","TN",36.50921,-86.885,"KY",38.04641,-84.49704,"TN",36.50921,-86.885,"FARM WORKERS & LABORERS, CROP","Tobacco",8,40,10.85,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",36.50921,-86.885,"N",0
"H-300-16095-372733","PRI","as ranch","crowley fleck pllp","MT",47.81765,-110.6716,"MT",46.59274,-112.0363,"MT",47.81765,-110.6716,"GENERAL RANCH HAND","General Farmworker",1,40,11.75,"Hour","N","None","Y",3,"Y","Individual Employer",47.81765,-110.6716,"N",0
"H-300-16095-381370","PRI","peri sons farms",NA,"NV",38.98554,-119.163,NA,NA,NA,"CA",36.85884,-120.456,"Agricultural Equipment Operator","Agricultural Equipment Operator",10,48,11.89,"Hour","N","None","Y",1,"N","Individual Employer",36.85884,-120.456,"N",0
"H-300-16095-398315","PRI","j and h harvesting","wfds","MT",48.79209,-105.4199,"MN",46.28301,-96.07756,"MT",48.79209,-105.4199,"Farm Worker","Agricultural Equipment Operator",2,48,11.75,"Hour","N","None","Y",3,"N","Individual Employer",48.79209,-105.4199,"N",0
"H-300-16095-416411","PRI","goodman classic construction","the bernard firm plc","IA",41.25884,-95.85195,"IA",42.02676,-93.61704,"IA",41.47761,-91.12101,"Farm Worker/Laborer","Construction of Livestock Buildings",10,45,12.17,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",41.47761,-91.12101,"N",0
"H-300-16095-490103","PRI","triple g farms",NA,"NY",43.07738,-78.18702,NA,NA,NA,"NY",43.07738,-78.18702,"Farm Worker","Onions",7,42,11.74,"Hour","N","None","Y",3,"N","H-2A Labor Contractor or Job Contractor",43.07738,-78.18702,"N",0
"H-300-16095-524453","PRI","larry trover produce","agriculture workforce management association","IL",37.41533,-88.89784,"KY",38.04641,-84.49704,"IL",37.41533,-88.89784,"FARM WORKERS & LABORERS, CROP","General Farmworker",37,40,12.07,"Hour","N","None","N",NA,"Y","Association - Filing as Agent (H-2A Only)",37.41533,-88.89784,"N",0
"H-300-16095-531206","PRI","m and m arabian enterprises","crispins farm service","TX",32.54208,-97.32085,"KY",37.56869,-84.29632,"TX",32.54208,-97.32085,"Farmworkers and Laborers","Hay and Straw",3,36,11.15,"Hour","N","None","Y",3,"N","Individual Employer",32.54208,-97.32085,"N",0
"H-300-16095-597371","PRI","walter p rawl sons","national agricultural consultants","SC",33.76257,-81.24455,"NC",35.3458,-79.41705,"SC",33.76257,-81.24455,"Farmworker; Diversified","Vegetables",15,40,10.59,"Hour","N","None","Y",3,"Y","Individual Employer",33.76257,-81.24455,"N",0
"H-300-16095-636582","PRI","dutton berry farm",NA,"VT",43.03152,-72.60182,NA,NA,NA,"VT",43.03152,-72.60182,"FARM WORKERS AND LABORERS CROPS","Apples",6,40,11.74,"Hour","N","None","Y",1,"Y","Individual Employer",43.03152,-72.60182,"N",0
"H-300-16095-649737","PRI","alewelt concrete","the bernard firm plc","IA",42.52019,-93.37627,"IA",42.02676,-93.61704,"IA",42.46957,-93.81839,"Farm Worker/Laborer","Construction of Livestock Buildings",11,45,12.17,"Hour","N","None","Y",1,"Y","H-2A Labor Contractor or Job Contractor",42.46957,-93.81839,"N",0
"H-300-16095-775146","PRI","pequeno harvesting","signature staffing","FL",26.76154,-81.43858,"FL",27.49575,-81.44104,"GA",31.31963,-83.91712,"Farmworkers and Laborers","Watermelons",48,40,10.59,"Hour","N","None","N",NA,"N","H-2A Labor Contractor or Job Contractor",31.31963,-83.91712,"N",0
"H-300-16095-797765","PRI","fletco services lp","crispins farm service","TX",31.84571,-102.3677,"KY",37.56869,-84.29632,"TX",31.95653,-99.96231,"Farmworker Crop","Hay and Straw",2,36,11.15,"Hour","N","None","Y",3,"N","Individual Employer",31.95653,-99.96231,"N",0
"H-300-16095-801877","PRI","meadowlake stables","crispins farm service","KY",38.34596,-85.6046,"KY",37.56869,-84.29632,"KY",38.34596,-85.6046,"Farmworker","Hay and Straw",4,36,10.85,"Hour","N","None","Y",3,"N","Individual Employer",38.34596,-85.6046,"N",0
